StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_DuplicateRespondent,Q2,Q3,Q5,Q6,Q7,Q8,Q9,Q10,Q10_6_TEXT,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q20_First Click,Q20_Last Click,Q20_Page Submit,Q20_Click Count,Q22_First Click,Q22_Last Click,Q22_Page Submit,Q22_Click Count,Q24_First Click,Q24_Last Click,Q24_Page Submit,Q24_Click Count,Q26_First Click,Q26_Last Click,Q26_Page Submit,Q26_Click Count,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q27_10,Q28_1,Q28_2,Q28_3,Q28_4,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q29_9,Q29_10,Q29_11,Q29_12,Q29_13,Q29_14,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q31,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,Q33,Q34,Q35,Q_DuplicateRespondentStatus,Q_BallotBoxStuffing,opp,gc,term,tg,Q_TotalDuration,PS,SVID,supplier_id,_os_api_transaction_id,age_group,race,2nd_order
06/05/26 19:57,06/05/26 20:05,IP Address,100,490,TRUE,06/05/26 20:05,R_6JF1AvxnUa4XH0O,anonymous,EN,,Yes,Yes,1948,Male,"Advanced degree (e.g., graduate school, JD, MD, PhD)",South,Yes,White,,"$50,000 to $59,999",5,6,6,6,6,Moderately interested4,3,A moderate amount of attention4,5,A moderate amount of attention4,6,5,6,Somewhat like me4,6,6,Somewhat like me4,6,6,Somewhat like me4,A lot like me7,6,6,6,5,6,6,Likely true,Definitely false,Definitely true,Likely false,Definitely true,Likely true,Definitely true,Likely true,Definitely true,Likely false,Definitely true,Likely false,,,,,7.801,19.163,23.627,3,,,,,,,,,Very much7,6,Very much7,Very much7,5,Somewhat4,6,Very much7,Somewhat4,3,5,6,6,6,,,,,,,,,,,,,,,6,6,6,2,Strongly agree7,Strongly agree7,7 - The benefits strongly outweigh the risks,Strongly agree7,Strongly agree7,6,6,5,6,7 - A great deal of guidance,very conservative,conservative,,,Qual81139-0421-GenPop-[MD],1,,,490,,49427913,3789,5W8Nc4SJhttrwUQF6yRV5c,55+,Hispanic,DV2
06/05/26 19:55,06/05/26 20:08,IP Address,100,759,TRUE,06/05/26 20:08,R_7g5yFmS75SMuVK3,anonymous,EN,,Yes,Yes,1959,Male,Some college,West,Yes,White,,"$70,000 to $79,999",Moderately interested4,3,3,6,6,6,A moderate amount of attention4,3,2,5,6,6,3,Not at all like me1,Not at all like me1,5,Somewhat like me4,2,3,6,A lot like me7,Somewhat like me4,5,5,Somewhat like me4,A lot like me7,5,Likely true,Definitely false,Definitely true,Don't know,Don't know,Likely true,Likely true,Likely true,,Likely true,Likely true,Likely true,,,,,,,,,,,,,11.304,39.668,40.306,16,Somewhat4,Very much7,Very much7,5,Somewhat4,Somewhat4,Very much7,Very much7,Not at all1,Not at all1,6,5,6,5,2,6,3,Somewhat likely4,6,Not at all likely1,3,3,2,5,3,5,Very likely7,Very likely7,,,,,,,,,,,,,,4 - A moderate amount of guidance,somewhat conservative,somewhat conservative,,,Qual81139-0421-GenPop-[MD],1,,,759,,49410151,3789,08URmujIhF519n9f1IXpYd,55+,Hispanic,DV1
06/05/26 20:03,06/05/26 20:08,IP Address,100,320,TRUE,06/05/26 20:08,R_3Kw5brVc2WjCBND,anonymous,EN,,Yes,Yes,1964,Male,"4 year college degree (e.g., bachelor's degree)",South,Yes,"American Indian or Alaska Native,White",,"$20,000 to $29,999",Moderately interested4,Very Interested7,Very Interested7,Moderately interested4,Very Interested7,Moderately interested4,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,Not at all like me1,Not at all like me1,Not at all like me1,A lot like me7,A lot like me7,Definitely true,Definitely false,Likely true,Likely true,Definitely true,Likely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,0,0,20.998,0,,,,,,,,,,,,,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Not at all1,Not at all1,7,7,7,7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,,,,,,,,,,,,,,7 - A great deal of guidance,moderate,moderate,,,Qual81139-0421-GenPop-[MD],1,,,320,,49427913,3789,2lN6ohUkLoIDzkFrWLyRT5,55+,Other_Races,DV1
06/05/26 20:23,06/05/26 20:38,IP Address,100,902,TRUE,06/05/26 20:38,R_585KLfWUIDxEO3v,anonymous,EN,,Yes,Yes,1975,Female,"4 year college degree (e.g., bachelor's degree)",Northeast,No,Black or African American,,"$50,000 to $59,999",3,Not at all interested1,3,2,5,Very Interested7,3,No attention at all1,3,2,3,6,A lot like me7,Somewhat like me4,5,A lot like me7,Somewhat like me4,5,Not at all like me1,Somewhat like me4,Not at all like me1,5,Somewhat like me4,Not at all like me1,2,5,Somewhat like me4,Definitely true,Definitely true,Likely false,Likely true,Definitely true,Likely true,Definitely true,,Likely true,Likely true,Definitely true,Likely false,,,,,,,,,13.752,17.577,21.423,3,,,,,Somewhat4,Somewhat4,Somewhat4,3,3,Not at all1,3,Not at all1,Not at all1,Not at all1,4,3,5,3,,,,,,,,,,,,,,,Strongly agree7,6,5,Strongly disagree1,Strongly agree7,Strongly agree7,5,5,Strongly agree7,6,5,Strongly agree7,Neither agree nor disagree4,3,moderate,moderate,,,Qual81139-0421-GenPop-[MD],1,,,902,,49427913,2904,2qRZeqRBjY0W5Cj0RP6Kf1,35-54,Blacks/AA,DV2
06/05/26 20:33,06/05/26 20:44,IP Address,100,635,TRUE,06/05/26 20:44,R_1Ra9e18JS58Q0c3,anonymous,EN,,Yes,Yes,1958,Female,"4 year college degree (e.g., bachelor's degree)",South,Yes,White,,"$60,000 to $69,999",Moderately interested4,5,Moderately interested4,Very Interested7,Moderately interested4,6,2,6,2,A moderate amount of attention4,A moderate amount of attention4,6,A lot like me7,5,5,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,3,3,6,A lot like me7,Definitely true,Definitely false,Definitely true,Definitely false,Definitely true,Definitely false,Definitely true,Definitely true,Likely false,Definitely true,Definitely true,Likely false,,,,,,,,,,,,,30.686,33.668,40.427,3,Very much7,Very much7,Very much7,Very much7,Somewhat4,2,Very much7,Very much7,Not at all1,Not at all1,7,7,7,7,5,Very likely7,6,5,6,Very likely7,Very likely7,6,5,Very likely7,6,Very likely7,Very likely7,Very likely7,,,,,,,,,,,,,,7 - A great deal of guidance,conservative,conservative,,,Qual81139-0421-GenPop-[MD],1,,,635,,49427913,3789,5golWo8yjNgZdpibJEUSF1,55+,Hispanic,DV1
06/05/26 20:46,06/05/26 20:54,IP Address,100,489,TRUE,06/05/26 20:54,R_5TABS54jFF6ukqZ,anonymous,EN,,Yes,Yes,1988,Female,"2 year degree (e.g., associate degree)",South,Yes,Other,Mexican ,"$30,000 to $39,999",Moderately interested4,Moderately interested4,Very Interested7,Moderately interested4,Very Interested7,Moderately interested4,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A lot like me7,Somewhat like me4,A lot like me7,A lot like me7,A lot like me7,6,A lot like me7,A lot like me7,A lot like me7,6,A lot like me7,Somewhat like me4,Not at all like me1,A lot like me7,A lot like me7,Definitely true,Definitely true,Definitely true,Definitely true,Likely false,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Likely true,,,,,2.602,37.516000000000005,38.805,16,,,,,,,,,Very much7,Very much7,Very much7,Very much7,Somewhat4,Very much7,Very much7,Very much7,Not at all1,Not at all1,7,7,7,7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,,,,,,,,,,,,,,4 - A moderate amount of guidance,very liberal,very liberal,,,Qual81139-0421-GenPop-[MD],1,,,489,,49427913,3789,4kUopJmq0D0InITSvsrE3Z,35-54,Hispanic,DV1
06/05/26 20:55,06/05/26 21:00,IP Address,100,341,TRUE,06/05/26 21:00,R_70kkD0wL5OTFYqm,anonymous,EN,,Yes,Yes,1950,Female,"2 year degree (e.g., associate degree)",Midwest,No,White,,"$70,000 to $79,999",Not at all interested1,Not at all interested1,Not at all interested1,Not at all interested1,Not at all interested1,Not at all interested1,No attention at all1,No attention at all1,3,No attention at all1,No attention at all1,No attention at all1,6,Somewhat like me4,5,6,6,6,6,Not at all like me1,6,5,5,5,3,5,5,Definitely true,Likely false,Definitely true,Don't know,Definitely true,Definitely true,Likely false,Definitely true,Likely true,Definitely true,Definitely true,Definitely false,,,,,,,,,,,,,0,0,48.581,0,6,6,6,6,6,6,6,6,Not at all1,Not at all1,6,6,6,6,,,,,,,,,,,,,,,Strongly agree7,Strongly agree7,6,Strongly disagree1,Strongly agree7,Strongly agree7,4 - The risks and benefits are about equal,5,5,5,5,5,5,7 - A great deal of guidance,somewhat conservative,somewhat conservative,,,Qual81139-0421-GenPop-[MD],1,,,341,,49427913,607,6GVDgfv6ITgNtJwQf2qDyg,55+,Whites,DV2
06/05/26 20:57,06/05/26 21:07,IP Address,100,586,TRUE,06/05/26 21:07,R_6ixRkHugMVfBCpM,anonymous,EN,,Yes,Yes,1966,Female,"Advanced degree (e.g., graduate school, JD, MD, PhD)",Midwest,Yes,White,,"$70,000 to $79,999",3,Moderately interested4,3,6,2,Moderately interested4,A moderate amount of attention4,A moderate amount of attention4,A moderate amount of attention4,5,2,A moderate amount of attention4,Somewhat like me4,Somewhat like me4,6,A lot like me7,5,6,A lot like me7,A lot like me7,5,5,5,Not at all like me1,2,Somewhat like me4,5,Definitely true,Definitely false,Definitely true,Definitely false,Definitely true,Definitely false,Definitely true,Definitely true,Definitely true,Definitely false,Definitely true,Definitely true,,,,,,,,,3.393,18.497,22.419,8,,,,,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,5,Somewhat4,Not at all1,Not at all1,7,6,7,7,3,Somewhat likely4,6,Not at all likely1,Not at all likely1,Somewhat likely4,5,6,Not at all likely1,5,6,6,6,Very likely7,,,,,,,,,,,,,,1 - No guidance at all,moderate,moderate,,,Qual81139-0421-GenPop-[MD],1,,,586,,49427913,3789,3mPylBcbU28ur2F5EYfXlA,55+,Hispanic,DV1
06/05/26 21:24,06/05/26 21:31,IP Address,100,406,TRUE,06/05/26 21:31,R_5ZPcYsIlEY7zzjj,anonymous,EN,,Yes,Yes,1982,Male,"Advanced degree (e.g., graduate school, JD, MD, PhD)",Northeast,No,White,,"$100,000 to $149,999",Very Interested7,5,6,Very Interested7,Very Interested7,Very Interested7,A great deal of attention7,A great deal of attention7,6,6,A great deal of attention7,A great deal of attention7,A lot like me7,A lot like me7,6,A lot like me7,A lot like me7,A lot like me7,6,6,A lot like me7,A lot like me7,A lot like me7,3,A lot like me7,A lot like me7,6,Definitely true,Definitely false,Definitely true,Definitely true,Definitely false,Likely false,Definitely true,Definitely true,Definitely true,Definitely true,Likely true,Definitely true,,,,,,,,,,,,,0,0,25.006,0,Very much7,Very much7,Very much7,6,Very much7,Very much7,Very much7,Very much7,Not at all1,2,7,7,7,7,Very likely7,Very likely7,Very likely7,Very likely7,6,Very likely7,Very likely7,Very likely7,6,Very likely7,6,Very likely7,Very likely7,Very likely7,,,,,,,,,,,,,,7 - A great deal of guidance,conservative,very conservative,,,Qual81139-0421-GenPop-[MD],1,,,406,,49427913,3789,5LBAUdwrLGHk271WRBwKNH,35-54,Whites,DV1
06/05/26 21:25,06/05/26 21:33,IP Address,100,457,TRUE,06/05/26 21:33,R_53wjeAxPSKwnAB4,anonymous,EN,,Yes,Yes,1977,Male,"Advanced degree (e.g., graduate school, JD, MD, PhD)",Northeast,No,White,,"$150,000 or more",6,6,Very Interested7,6,6,Very Interested7,6,6,A great deal of attention7,A great deal of attention7,6,6,5,5,6,A lot like me7,6,A lot like me7,6,6,6,A lot like me7,6,6,A lot like me7,6,6,Definitely true,Likely false,Definitely true,Likely true,Definitely true,Definitely true,Likely true,Definitely true,Definitely true,Likely true,Definitely true,Likely true,0,0,41.737,0,,,,,,,,,,,,,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,6,6,Not at all1,Not at all1,7,7,7,7,,,,,,,,,,,,,,,6,6,Strongly agree7,6,Strongly agree7,Strongly agree7,4 - The risks and benefits are about equal,6,6,6,Strongly agree7,6,Strongly agree7,6,liberal,liberal,,,Qual81139-0421-GenPop-[MD],1,,,457,,49427913,3789,5f5qeuxIBtmt9k6w06gLlQ,35-54,Whites,DV2
06/05/26 21:44,06/05/26 21:49,IP Address,100,263,TRUE,06/05/26 21:49,R_1CBCBdY5GgrFCNb,anonymous,EN,,Yes,Yes,1990,Male,"Advanced degree (e.g., graduate school, JD, MD, PhD)",South,Yes,White,,"$150,000 or more",3,6,3,5,2,3,3,2,3,A moderate amount of attention4,2,2,6,2,5,2,6,5,2,3,Somewhat like me4,6,2,3,2,Somewhat like me4,5,Likely false,Likely true,Definitely true,Definitely false,Definitely false,Likely false,Definitely false,Likely false,Likely false,Likely true,Definitely false,Likely true,,,,,,,,,,,,,3.823,3.823,21.434,1,6,3,6,3,2,Very much7,Somewhat4,Very much7,5,Somewhat4,5,3,5,3,3,5,Somewhat likely4,5,Somewhat likely4,6,Very likely7,Very likely7,6,Very likely7,6,5,Very likely7,Very likely7,,,,,,,,,,,,,,3,very liberal,liberal,,,Qual81139-0421-GenPop-[MD],1,,,263,,49427913,3789,5uGcDK0Pw3lgyGbQK0OYBY,35-54,Hispanic,DV1
06/05/26 21:44,06/05/26 21:59,IP Address,100,880,TRUE,06/05/26 21:59,R_78OR8aHtByRMzw3,anonymous,EN,,Yes,Yes,1965,Female,High school graduate,West,Yes,White,,"$40,000 to $49,999",Moderately interested4,Moderately interested4,Moderately interested4,6,3,2,A moderate amount of attention4,5,A moderate amount of attention4,5,3,3,Somewhat like me4,3,5,Somewhat like me4,3,5,3,3,Somewhat like me4,Somewhat like me4,Not at all like me1,3,5,6,5,Don't know,Don't know,Don't know,Likely true,Definitely true,Definitely false,Likely true,Likely true,Definitely true,Definitely true,Definitely true,Likely false,,,,,5.963,21.655,22.57,24,,,,,,,,,6,5,6,6,6,5,Somewhat4,5,Not at all1,Not at all1,6,4,6,6,,,,,,,,,,,,,,,6,2,5,2,Strongly agree7,Strongly agree7,6,5,5,6,6,6,5,1 - No guidance at all,somewhat liberal,somewhat liberal,,,Qual81139-0421-GenPop-[MD],1,,,880,,49427913,3789,2G9fRREOsIWzG4VNTf8yLO,55+,Hispanic,DV2
06/05/26 22:02,06/05/26 22:08,IP Address,100,398,TRUE,06/05/26 22:08,R_7Yw7sh8jKGQ5jPj,anonymous,EN,,Yes,Yes,1984,Male,"Advanced degree (e.g., graduate school, JD, MD, PhD)",West,Yes,White,,"$150,000 or more",Very Interested7,Very Interested7,Very Interested7,Very Interested7,Very Interested7,Very Interested7,A great deal of attention7,A great deal of attention7,6,6,6,A great deal of attention7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,6,6,6,6,A lot like me7,6,A lot like me7,A lot like me7,6,Likely true,Definitely true,Likely true,Likely true,Definitely true,Definitely true,Likely true,Likely true,Definitely true,Definitely true,Definitely true,Likely true,,,,,,,,,,,,,18.18,19.525,23.288,2,Very much7,Very much7,Very much7,Very much7,6,Very much7,6,Very much7,6,6,7,7,7,7,,,,,,,,,,,,,,,Strongly agree7,6,6,Strongly agree7,Strongly agree7,Strongly agree7,7 - The benefits strongly outweigh the risks,6,6,Strongly agree7,Strongly agree7,Strongly agree7,6,7 - A great deal of guidance,very conservative,very conservative,,,Qual81139-0421-GenPop-[MD],1,,,398,,49427913,687,2UVlON6gSDb99iQu7olaQ8,35-54,Hispanic,DV2
06/05/26 22:06,06/05/26 22:11,IP Address,100,257,TRUE,06/05/26 22:11,R_6FdXpfe81ZXs64h,anonymous,EN,,Yes,Yes,1983,Male,"Advanced degree (e.g., graduate school, JD, MD, PhD)",West,Yes,White,,"$100,000 to $149,999",Very Interested7,5,6,5,Very Interested7,Very Interested7,A great deal of attention7,6,6,5,A great deal of attention7,A great deal of attention7,6,A lot like me7,A lot like me7,A lot like me7,6,A lot like me7,A lot like me7,A lot like me7,6,A lot like me7,A lot like me7,6,6,6,A lot like me7,Definitely true,Definitely true,Definitely true,Likely true,Definitely true,Likely true,Definitely true,Definitely true,Likely true,Definitely true,Definitely true,Definitely true,,,,,0,0,23.24,0,,,,,,,,,Very much7,Very much7,Very much7,Very much7,6,6,6,6,Not at all1,Not at all1,6,7,7,7,Very likely7,Very likely7,Very likely7,5,6,6,Very likely7,6,Very likely7,6,6,Very likely7,Very likely7,Very likely7,,,,,,,,,,,,,,7 - A great deal of guidance,very conservative,very conservative,,,Qual81139-0421-GenPop-[MD],1,,,257,,49427913,655,25e2omtY3w2SLg9p9uoH7f,35-54,Hispanic,DV1
06/05/26 21:58,06/05/26 22:27,IP Address,100,1698,TRUE,06/05/26 22:27,R_3mlQR49AeoUewLJ,anonymous,EN,,Yes,Yes,1977,Female,Less than high school,South,Yes,White,,"Less than $10,000",Not at all interested1,Not at all interested1,Not at all interested1,Not at all interested1,Not at all interested1,Not at all interested1,No attention at all1,No attention at all1,No attention at all1,No attention at all1,No attention at all1,No attention at all1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,A lot like me7,A lot like me7,Not at all like me1,A lot like me7,Not at all like me1,Definitely true,Likely true,Definitely true,Likely true,Definitely false,Likely true,,,,,,,,,,,,,,,0,0,35.688,0,,,,,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,1,1,1,1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Very likely7,Not at all likely1,Very likely7,,,,,,,,,,,,,,1 - No guidance at all,very liberal,very liberal,,,Qual81139-0421-GenPop-[MD],1,,,1698,,49427913,2904,7kHVaUOGXuWL3IrXsM0uyo,35-54,Hispanic,DV1
06/05/26 22:55,06/05/26 23:02,IP Address,100,449,TRUE,06/05/26 23:02,R_3PdxDmx0DdcfoFH,anonymous,EN,,Yes,Yes,1975,Male,"Advanced degree (e.g., graduate school, JD, MD, PhD)",West,Yes,White,,"$90,000 to $99,999",3,5,6,Moderately interested4,Moderately interested4,Very Interested7,A moderate amount of attention4,5,6,A moderate amount of attention4,6,A great deal of attention7,A lot like me7,6,A lot like me7,A lot like me7,Somewhat like me4,A lot like me7,A lot like me7,6,6,6,2,2,A lot like me7,6,Not at all like me1,Definitely true,Definitely false,Definitely true,Definitely false,Definitely true,Definitely false,Definitely true,Definitely true,Likely true,Definitely true,Definitely true,Definitely false,15.25,15.25,29.777,1,,,,,,,,,,,,,6,6,Very much7,Very much7,5,Somewhat4,6,Somewhat4,Not at all1,Not at all1,7,7,7,7,,,,,,,,,,,,,,,5,6,Strongly agree7,5,5,Strongly agree7,7 - The benefits strongly outweigh the risks,Strongly agree7,Strongly agree7,Strongly agree7,5,6,6,7 - A great deal of guidance,moderate,moderate,,,Qual81139-0421-GenPop-[MD],1,,,449,,49427913,3789,2PoN0ocvyQ8UM9kMktLNbT,35-54,Hispanic,DV2
06/05/26 23:00,06/05/26 23:11,IP Address,100,666,TRUE,06/05/26 23:12,R_6jkeIzQhPM3quuW,anonymous,EN,,Yes,Yes,1995,Female,High school graduate,West,Yes,Other,Puerto Rican ,"$100,000 to $149,999",6,Very Interested7,6,6,6,6,6,6,6,6,6,A great deal of attention7,6,A lot like me7,6,6,6,6,A lot like me7,6,6,A lot like me7,6,6,Somewhat like me4,A lot like me7,A lot like me7,Likely false,Likely true,Definitely true,Likely true,Definitely true,Likely true,Likely false,Likely true,Likely true,Likely false,Likely false,Likely true,,,,,,,,,2.278,4.009,30.27,3,,,,,6,6,6,6,6,6,6,6,6,6,5,5,4,6,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,6,6,Very likely7,Very likely7,Very likely7,,,,,,,,,,,,,,6,very liberal,very liberal,,,Qual81139-0421-GenPop-[MD],1,,,666,,49427913,5017,4MIrj9uF6GzjISOnON6zeB,18-34,Hispanic,DV1
06/05/26 22:50,06/05/26 23:15,IP Address,100,1499,TRUE,06/05/26 23:15,R_1tYWgPr0d7oszBf,anonymous,EN,,Yes,Yes,1965,Male,"4 year college degree (e.g., bachelor's degree)",South,Yes,White,,"$100,000 to $149,999",5,6,Very Interested7,6,6,Very Interested7,5,6,A great deal of attention7,6,A great deal of attention7,A great deal of attention7,6,6,A lot like me7,A lot like me7,Somewhat like me4,6,Somewhat like me4,5,5,6,3,Somewhat like me4,Not at all like me1,6,6,Definitely true,Definitely false,Definitely true,Likely true,Definitely false,Likely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,0,0,24.556,0,,,,,,,,,,,,,Very much7,Very much7,Very much7,Very much7,6,6,6,6,Not at all1,Not at all1,6,6,6,6,,,,,,,,,,,,,,,Strongly agree7,2,Strongly agree7,Strongly disagree1,Strongly agree7,Strongly agree7,6,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,6,Strongly agree7,1 - No guidance at all,liberal,liberal,,,Qual81139-0421-GenPop-[MD],1,,,1499,,49427913,3789,5t4qiMOcdWQXgKgIfvMPZ0,55+,Hispanic,DV2
06/05/26 23:11,06/05/26 23:20,IP Address,100,548,TRUE,06/05/26 23:20,R_1pnlh1A9r7omLil,anonymous,EN,,Yes,Yes,1970,Female,"4 year college degree (e.g., bachelor's degree)",West,Yes,White,,"$90,000 to $99,999",Not at all interested1,2,2,Not at all interested1,Very Interested7,2,No attention at all1,No attention at all1,3,No attention at all1,6,A moderate amount of attention4,Somewhat like me4,5,5,5,5,A lot like me7,6,Somewhat like me4,Somewhat like me4,5,5,Somewhat like me4,3,6,3,Likely false,Definitely true,Likely true,Likely false,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Likely true,Likely true,,,,,50.932,50.932,51.363,1,,,,,,,,,5,5,6,6,6,6,Very much7,Very much7,2,3,7,6,7,7,6,Very likely7,5,6,3,Very likely7,6,Very likely7,6,5,6,Very likely7,2,Very likely7,,,,,,,,,,,,,,7 - A great deal of guidance,very conservative,very conservative,,,Qual81139-0421-GenPop-[MD],1,,,548,,49427913,3789,07PG5SQElQ2MzckDUxmlqL,55+,Hispanic,DV1
06/05/26 23:09,06/05/26 23:27,IP Address,100,1089,TRUE,06/05/26 23:27,R_6gg7zDcKYjDMHOV,anonymous,EN,,Yes,Yes,1983,Male,"Advanced degree (e.g., graduate school, JD, MD, PhD)",Northeast,Yes,White,,"$100,000 to $149,999",3,Moderately interested4,5,6,5,6,3,A moderate amount of attention4,5,6,5,A great deal of attention7,A lot like me7,A lot like me7,A lot like me7,6,5,5,6,6,6,6,Somewhat like me4,3,2,6,Somewhat like me4,Definitely true,Definitely false,Definitely true,Definitely false,Definitely true,Definitely false,Definitely true,Likely true,Likely true,Definitely true,Definitely true,Definitely false,,,,,,,,,,,,,6.888,21.406,22.299,3,6,Very much7,Very much7,Very much7,6,5,6,6,Not at all1,Not at all1,7,7,7,7,Very likely7,6,6,5,Very likely7,5,6,6,5,6,Very likely7,Very likely7,Very likely7,Very likely7,,,,,,,,,,,,,,7 - A great deal of guidance,conservative,conservative,,,Qual81139-0421-GenPop-[MD],1,,,1089,,49427913,687,3AD22VZ7fXXW2L38xT0E2g,35-54,Hispanic,DV1
